duration,days_left,is_vistara,is_zero_stops,departure_time_Early_Morning,departure_time_Evening,departure_time_Morning,departure_time_Night,source_city_Chennai,source_city_Delhi,source_city_Hyderabad,source_city_Kolkata,source_city_Mumbai,arrival_time_Early_Morning,arrival_time_Evening,arrival_time_Late_Night,arrival_time_Morning,arrival_time_Night,destination_city_Chennai,destination_city_Delhi,destination_city_Hyderabad,destination_city_Kolkata,destination_city_Mumbai
13.92,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18.5,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13.42,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19.25,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26.75,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19.08,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2.75,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22.5,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.58,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7.08,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.17,41,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5.17,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9.0,29,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.08,39,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25.08,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.67,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
12.17,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8.0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25.67,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15.92,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.5,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27.92,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10.83,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21.25,27,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.83,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.42,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11.33,36,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8.33,15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9.5,41,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11.5,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
10.83,25,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2.17,26,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
15.25,32,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22.25,45,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7.83,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.42,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16.17,38,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8.5,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4.58,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7.42,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15.25,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
7.92,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,42,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20.58,46,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.67,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15.0,25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5.58,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14.75,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15.08,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.83,38,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6.33,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5.92,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
8.25,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27.17,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21.67,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19.5,34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.5,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.75,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.17,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13.17,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.5,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
18.5,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
14.08,39,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
12.08,38,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
16.67,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11.67,28,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14.58,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7.25,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10.08,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20.33,26,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18.42,34,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5.92,30,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
20.92,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14.75,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22.33,40,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21.33,46,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7.67,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.92,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11.5,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.42,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12.75,44,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12.08,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26.83,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.67,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13.42,44,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11.0,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
11.67,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
16.92,39,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6.33,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8.0,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10.83,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14.25,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.25,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6.5,27,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6.33,25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
14.92,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13.92,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10.17,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17.5,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14.75,36,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23.08,14,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.58,29,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15.83,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
13.25,29,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29.17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.17,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.08,31,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
21.5,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.33,37,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12.17,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.08,8,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.17,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12.58,29,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10.92,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6.25,35,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12.42,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17.33,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13.17,49,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.33,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15.92,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13.42,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2.08,19,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11.5,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24.0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28.42,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9.92,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.5,46,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11.17,35,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9.58,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.17,42,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
15.75,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14.58,49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
11.17,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14.92,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17.17,48,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13.17,44,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24.67,38,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10.08,26,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11.25,36,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.67,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15.67,40,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.75,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13.17,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10.5,47,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.67,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.17,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
15.42,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.25,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2.75,37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14.25,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21.42,39,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14.0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
14.92,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13.58,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20.17,49,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16.58,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.25,49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27.33,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10.25,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
16.08,38,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
12.0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.75,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4.42,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
16.33,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
11.33,35,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14.33,41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
12.75,46,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
23.08,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1.92,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22.25,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.25,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25.08,12,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9.83,37,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.17,17,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12.08,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21.17,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.75,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
14.25,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21.92,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22.42,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13.75,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14.08,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.08,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
21.83,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14.0,47,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13.25,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14.0,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.5,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.08,46,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2.17,48,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2.67,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.25,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
29.83,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.42,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25.58,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15.17,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12.25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.08,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.83,28,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2.25,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.25,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16.17,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21.08,49,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17.5,41,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17.42,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.75,48,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17.08,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.17,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8.25,33,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16.83,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.33,43,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5.67,39,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14.0,37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
25.08,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16.0,45,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24.58,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.25,23,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
16.42,41,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25.08,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8.58,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9.83,34,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13.17,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8.0,26,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
23.08,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.83,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24.08,11,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23.08,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.17,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23.83,29,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.25,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14.92,47,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
8.42,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.67,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.0,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.42,46,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5.0,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22.5,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3.5,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15.17,28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5.58,33,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9.17,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22.08,34,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.83,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
11.33,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.08,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24.67,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6.58,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.17,16,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19.17,35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.25,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23.92,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
15.25,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12.58,44,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22.33,24,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5.17,44,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2.0,49,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7.58,38,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
24.33,10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6.0,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.33,29,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.92,33,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14.08,32,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6.58,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
8.25,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
27.25,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
17.5,36,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24.33,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22.83,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26.42,37,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17.17,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3.67,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9.33,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22.25,44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2.17,34,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2.08,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2.25,11,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2.83,38,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14.67,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.0,41,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9.67,39,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24.33,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
